Vendedor	Treinamento	Data	Cliente	 Valor 	Alunos	Instrutor	Conteúdo	Período	Total	Estado 	Avaliação Instrutor
Murilo	Excel Avançado	08/06/2016	Pessoa Física	 780,00 	9	Ana	Regular	Madrugada	7.020,00	São Paulo	3
Roberto	Excel Dashboards	08/06/2016	Pessoa Jurídica	 980,00 	10	Paulo	Regular	Sábado	9.800,00	São Paulo	4
Myslaine	Excel VBA iniciante	08/06/2016	Pessoa Física	 1.020,00 	9	Sandra	Personalizado	Domingo	9.180,00	São Paulo	4
Katia	Excel VBA avançado	08/06/2016	Pessoa Física	 1.340,00 	8	Sandra	Regular	Personalizado	10.720,00	São Paulo	2
Vanessa	Access VBA	10/06/2016	Pessoa Física	 1.870,00 	10	Humberto	Regular	Manhã	18.700,00	São Paulo	2
Renata	Word VBA	10/06/2016	Pessoa Jurídica	 1.910,00 	12	Henrique	Regular	Tarde	22.920,00	São Paulo	3
Rodrigo	Outlook	10/06/2016	Pessoa Jurídica	 2.240,00 	8	Douglas	Personalizado	Noite	17.920,00	São Paulo	2
Priscila	Outlook VBA	10/06/2016	Pessoa Jurídica	 2.479,00 	10	Jane	Regular	Integral	24.790,00	São Paulo	3
Mirian	PowerPoint	12/06/2016	Pessoa Física	 3.200,00 	10	Caio 	Regular	Madrugada	32.000,00	São Paulo	2
Murilo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 3.921,00 	10	Fernando	Regular	Segunda-feira	39.210,00	São Paulo	2
Roberto	Access	12/06/2016	Pessoa Física	 780,00 	11	Roberto	Personalizado	Terça-feira	8.580,00	São Paulo	4
Myslaine	Windows	12/06/2016	Pessoa Física	 980,00 	8	Rosana	Regular	Personalizado	7.840,00	São Paulo	5
Katia	Excel Básico	14/06/2016	Pessoa Física	 1.020,00 	11	Sandra	Regular	Manhã	11.220,00	São Paulo	4
Vanessa	Excel Intermediário	14/06/2016	Pessoa Jurídica	 1.340,00 	12	Sérgio	Regular	Tarde	16.080,00	São Paulo	2
Renata	Excel Avançado	14/06/2016	Pessoa Jurídica	 1.870,00 	12	Manuel	Personalizado	Noite	22.440,00	São Paulo	5
Rodrigo	Excel Dashboards	14/06/2016	Pessoa Jurídica	 1.910,00 	8	Joaquim	Regular	Integral	15.280,00	São Paulo	3
Priscila	Excel VBA iniciante	16/06/2016	Pessoa Física	 2.240,00 	12	Paulo	Regular	Madrugada	26.880,00	São Paulo	5
Mirian	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 2.479,00 	8	Leandro	Regular	Quarta-feira	19.832,00	São Paulo	5
Murilo	Access VBA	16/06/2016	Pessoa Física	 3.200,00 	8	José	Personalizado	Quinta-feira	25.600,00	São Paulo	4
Roberto	Word VBA	16/06/2016	Pessoa Física	 3.921,00 	10	Caio 	Regular	Personalizado	39.210,00	São Paulo	5
Myslaine	Outlook	18/06/2016	Pessoa Física	 780,00 	11	Caio 	Regular	Manhã	8.580,00	São Paulo	4
Katia	Outlook VBA	18/06/2016	Pessoa Jurídica	 980,00 	8	Fernando	Regular	Tarde	7.840,00	São Paulo	3
Vanessa	PowerPoint	18/06/2016	Pessoa Jurídica	 1.020,00 	11	Fernando	Personalizado	Noite	11.220,00	São Paulo	2
Renata	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 1.340,00 	8	Ana	Regular	Integral	10.720,00	São Paulo	2
Rodrigo	Access	01/06/2016	Pessoa Física	 1.870,00 	12	Paulo	Regular	Madrugada	22.440,00	São Paulo	2
Priscila	Windows	01/06/2016	Pessoa Jurídica	 1.910,00 	12	Sandra	Regular	Sexta-feira	22.920,00	São Paulo	4
Mirian	Excel Básico	01/06/2016	Pessoa Física	 2.240,00 	9	Sandra	Personalizado	Sábado	20.160,00	São Paulo	3
Murilo	Excel Intermediário	01/06/2016	Pessoa Física	 2.479,00 	12	Humberto	Regular	Personalizado	29.748,00	São Paulo	3
Roberto	Excel Avançado	01/06/2016	Pessoa Física	 3.200,00 	11	Henrique	Regular	Manhã	35.200,00	São Paulo	2
Myslaine	Excel Dashboards	01/06/2016	Pessoa Jurídica	 3.921,00 	8	Douglas	Regular	Tarde	31.368,00	São Paulo	3
Katia	Excel VBA iniciante	02/06/2016	Pessoa Jurídica	 780,00 	9	Jane	Personalizado	Noite	7.020,00	São Paulo	4
Vanessa	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 980,00 	8	Caio 	Regular	Integral	7.840,00	São Paulo	3
Renata	Access VBA	02/06/2016	Pessoa Física	 1.020,00 	10	Fernando	Regular	Madrugada	10.200,00	São Paulo	3
Rodrigo	Word VBA	02/06/2016	Pessoa Jurídica	 1.340,00 	9	Roberto	Regular	Domingo	12.060,00	São Paulo	3
Priscila	Outlook	04/06/2016	Pessoa Física	 1.870,00 	8	Rosana	Personalizado	Segunda-feira	14.960,00	São Paulo	5
Mirian	Outlook VBA	04/06/2016	Pessoa Física	 1.910,00 	9	Sandra	Regular	Personalizado	17.190,00	São Paulo	3
Murilo	PowerPoint	04/06/2016	Pessoa Física	 2.240,00 	9	Sérgio	Regular	Manhã	20.160,00	São Paulo	2
Roberto	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 2.479,00 	12	Manuel	Regular	Tarde	29.748,00	São Paulo	5
Myslaine	Access	06/06/2016	Pessoa Jurídica	 3.200,00 	10	Joaquim	Personalizado	Noite	32.000,00	São Paulo	3
Katia	Windows	06/06/2016	Pessoa Jurídica	 3.921,00 	11	Paulo	Regular	Integral	43.131,00	São Paulo	4
Vanessa	Excel Básico	06/06/2016	Pessoa Física	 780,00 	10	Leandro	Regular	Madrugada	7.800,00	São Paulo	5
Renata	Excel Intermediário	06/06/2016	Pessoa Jurídica	 980,00 	11	José	Regular	Terça-feira	10.780,00	São Paulo	5
Rodrigo	Excel Avançado	08/06/2016	Pessoa Física	 1.020,00 	12	Caio 	Personalizado	Quarta-feira	12.240,00	São Paulo	4
Priscila	Excel Dashboards	08/06/2016	Pessoa Física	 1.340,00 	11	Caio 	Regular	Personalizado	14.740,00	São Paulo	3
Mirian	Excel VBA iniciante	08/06/2016	Pessoa Física	 1.870,00 	10	Fernando	Regular	Manhã	18.700,00	São Paulo	5
Murilo	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 1.910,00 	8	Fernando	Regular	Tarde	15.280,00	São Paulo	4
Roberto	Access VBA	10/06/2016	Pessoa Jurídica	 2.240,00 	8	Ana	Personalizado	Noite	17.920,00	São Paulo	3
Myslaine	Word VBA	10/06/2016	Pessoa Jurídica	 2.479,00 	10	Paulo	Regular	Integral	24.790,00	São Paulo	5
Katia	Outlook	10/06/2016	Pessoa Física	 3.200,00 	11	Sandra	Regular	Madrugada	35.200,00	São Paulo	2
Vanessa	Outlook VBA	10/06/2016	Pessoa Jurídica	 3.921,00 	8	Sandra	Regular	Quinta-feira	31.368,00	São Paulo	2
Renata	PowerPoint	12/06/2016	Pessoa Física	 780,00 	12	Humberto	Personalizado	Sexta-feira	9.360,00	São Paulo	4
Rodrigo	PowerPoint VBA	12/06/2016	Pessoa Física	 980,00 	9	Henrique	Regular	Personalizado	8.820,00	São Paulo	5
Priscila	Access	12/06/2016	Pessoa Física	 1.020,00 	9	Douglas	Regular	Manhã	9.180,00	São Paulo	4
Mirian	Windows	12/06/2016	Pessoa Jurídica	 1.340,00 	11	Jane	Regular	Tarde	14.740,00	São Paulo	2
Murilo	Excel Básico	14/06/2016	Pessoa Jurídica	 1.870,00 	12	Caio 	Personalizado	Noite	22.440,00	São Paulo	3
Roberto	Excel Intermediário	14/06/2016	Pessoa Jurídica	 1.910,00 	11	Fernando	Regular	Integral	21.010,00	São Paulo	3
Myslaine	Excel Avançado	14/06/2016	Pessoa Física	 2.240,00 	10	Roberto	Regular	Madrugada	22.400,00	São Paulo	2
Katia	Excel Dashboards	14/06/2016	Pessoa Jurídica	 2.479,00 	9	Rosana	Regular	Sábado	22.311,00	São Paulo	5
Vanessa	Excel VBA iniciante	16/06/2016	Pessoa Física	 3.200,00 	11	Sandra	Personalizado	Domingo	35.200,00	São Paulo	5
Renata	Excel VBA avançado	16/06/2016	Pessoa Física	 3.921,00 	12	Sérgio	Regular	Personalizado	47.052,00	São Paulo	3
Rodrigo	Access VBA	16/06/2016	Pessoa Física	 780,00 	10	Manuel	Regular	Manhã	7.800,00	São Paulo	2
Priscila	Word VBA	16/06/2016	Pessoa Jurídica	 980,00 	8	Joaquim	Regular	Tarde	7.840,00	São Paulo	5
Mirian	Outlook	18/06/2016	Pessoa Jurídica	 1.020,00 	10	Paulo	Personalizado	Noite	10.200,00	São Paulo	5
Murilo	Outlook VBA	18/06/2016	Pessoa Jurídica	 1.340,00 	12	Leandro	Regular	Integral	16.080,00	São Paulo	5
Roberto	PowerPoint	18/06/2016	Pessoa Física	 1.870,00 	10	José	Regular	Madrugada	18.700,00	São Paulo	4
Myslaine	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 1.910,00 	8	Caio 	Regular	Segunda-feira	15.280,00	São Paulo	3
Katia	Access	01/06/2016	Pessoa Física	 2.240,00 	11	Caio 	Personalizado	Terça-feira	24.640,00	São Paulo	4
Vanessa	Windows	01/06/2016	Pessoa Física	 2.479,00 	11	Fernando	Regular	Personalizado	27.269,00	São Paulo	2
Renata	Excel Básico	01/06/2016	Pessoa Física	 3.200,00 	11	Fernando	Regular	Manhã	35.200,00	São Paulo	5
Rodrigo	Excel Intermediário	01/06/2016	Pessoa Jurídica	 3.921,00 	12	Ana	Regular	Tarde	47.052,00	São Paulo	3
Priscila	Excel Avançado	01/06/2016	Pessoa Jurídica	 780,00 	10	Paulo	Personalizado	Noite	7.800,00	São Paulo	2
Mirian	Excel Dashboards	01/06/2016	Pessoa Jurídica	 980,00 	9	Sandra	Regular	Integral	8.820,00	São Paulo	4
Murilo	Excel VBA iniciante	02/06/2016	Pessoa Física	 1.020,00 	11	Sandra	Regular	Madrugada	11.220,00	São Paulo	3
Roberto	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 1.340,00 	8	Humberto	Regular	Quarta-feira	10.720,00	São Paulo	2
Myslaine	Access VBA	02/06/2016	Pessoa Física	 1.870,00 	11	Henrique	Personalizado	Quinta-feira	20.570,00	São Paulo	5
Katia	Word VBA	02/06/2016	Pessoa Física	 1.910,00 	11	Douglas	Regular	Personalizado	21.010,00	São Paulo	2
Vanessa	Outlook	04/06/2016	Pessoa Física	 2.240,00 	11	Jane	Regular	Manhã	24.640,00	São Paulo	2
Renata	Outlook VBA	04/06/2016	Pessoa Jurídica	 2.479,00 	10	Caio 	Regular	Tarde	24.790,00	São Paulo	2
Rodrigo	PowerPoint	04/06/2016	Pessoa Jurídica	 3.200,00 	8	Fernando	Personalizado	Noite	25.600,00	São Paulo	4
Priscila	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 3.921,00 	10	Roberto	Regular	Integral	39.210,00	São Paulo	5
Mirian	Access	06/06/2016	Pessoa Física	 780,00 	8	Rosana	Regular	Madrugada	6.240,00	São Paulo	5
Murilo	Windows	06/06/2016	Pessoa Jurídica	 980,00 	12	Sandra	Regular	Sexta-feira	11.760,00	São Paulo	5
Roberto	Excel Básico	06/06/2016	Pessoa Física	 1.020,00 	12	Sérgio	Personalizado	Sábado	12.240,00	São Paulo	5
Myslaine	Excel Intermediário	06/06/2016	Pessoa Física	 1.340,00 	11	Manuel	Regular	Personalizado	14.740,00	São Paulo	2
Katia	Excel Avançado	08/06/2016	Pessoa Física	 1.870,00 	10	Joaquim	Regular	Manhã	18.700,00	São Paulo	5
Vanessa	Excel Dashboards	08/06/2016	Pessoa Jurídica	 1.910,00 	8	Paulo	Regular	Tarde	15.280,00	São Paulo	2
Renata	Excel VBA iniciante	08/06/2016	Pessoa Jurídica	 2.240,00 	10	Leandro	Personalizado	Noite	22.400,00	São Paulo	5
Rodrigo	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 2.479,00 	12	José	Regular	Integral	29.748,00	São Paulo	4
Priscila	Access VBA	10/06/2016	Pessoa Física	 3.200,00 	12	Caio 	Regular	Madrugada	38.400,00	São Paulo	2
Mirian	Word VBA	10/06/2016	Pessoa Jurídica	 3.921,00 	9	Caio 	Regular	Domingo	35.289,00	São Paulo	3
Murilo	Outlook	10/06/2016	Pessoa Física	 780,00 	12	Fernando	Personalizado	Segunda-feira	9.360,00	São Paulo	3
Roberto	Outlook VBA	10/06/2016	Pessoa Física	 980,00 	8	Fernando	Regular	Personalizado	7.840,00	São Paulo	3
Myslaine	PowerPoint	12/06/2016	Pessoa Física	 1.020,00 	9	Ana	Regular	Manhã	9.180,00	São Paulo	3
Katia	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 1.340,00 	9	Paulo	Regular	Tarde	12.060,00	São Paulo	4
Vanessa	Access	12/06/2016	Pessoa Jurídica	 1.870,00 	12	Sandra	Personalizado	Noite	22.440,00	São Paulo	3
Renata	Windows	12/06/2016	Pessoa Jurídica	 1.910,00 	10	Sandra	Regular	Integral	19.100,00	São Paulo	3
Rodrigo	Excel Básico	14/06/2016	Pessoa Física	 2.240,00 	12	Humberto	Regular	Madrugada	26.880,00	São Paulo	3
Priscila	Excel Intermediário	14/06/2016	Pessoa Jurídica	 2.479,00 	9	Henrique	Regular	Terça-feira	22.311,00	São Paulo	3
Mirian	Excel Avançado	14/06/2016	Pessoa Física	 3.200,00 	9	Douglas	Personalizado	Quarta-feira	28.800,00	São Paulo	3
Murilo	Excel Dashboards	14/06/2016	Pessoa Física	 3.921,00 	12	Jane	Regular	Personalizado	47.052,00	São Paulo	2
Roberto	Excel VBA iniciante	16/06/2016	Pessoa Física	 780,00 	10	Caio 	Regular	Manhã	7.800,00	São Paulo	5
Myslaine	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 980,00 	12	Fernando	Regular	Tarde	11.760,00	São Paulo	3
Katia	Access VBA	16/06/2016	Pessoa Jurídica	 1.020,00 	10	Roberto	Personalizado	Noite	10.200,00	São Paulo	2
Vanessa	Word VBA	16/06/2016	Pessoa Jurídica	 1.340,00 	8	Rosana	Regular	Integral	10.720,00	São Paulo	2
Renata	Outlook	18/06/2016	Pessoa Física	 1.870,00 	12	Sandra	Regular	Madrugada	22.440,00	São Paulo	5
Rodrigo	Outlook VBA	18/06/2016	Pessoa Jurídica	 1.910,00 	12	Sérgio	Regular	Quinta-feira	22.920,00	São Paulo	3
Priscila	PowerPoint	18/06/2016	Pessoa Física	 2.240,00 	10	Manuel	Personalizado	Sexta-feira	22.400,00	São Paulo	3
Mirian	PowerPoint VBA	18/06/2016	Pessoa Física	 2.479,00 	11	Joaquim	Regular	Personalizado	27.269,00	São Paulo	4
Murilo	Access	01/06/2016	Pessoa Física	 3.200,00 	12	Paulo	Regular	Manhã	38.400,00	São Paulo	3
Roberto	Windows	01/06/2016	Pessoa Jurídica	 3.921,00 	10	Leandro	Regular	Tarde	39.210,00	São Paulo	2
Myslaine	Excel Básico	01/06/2016	Pessoa Jurídica	 780,00 	9	José	Personalizado	Noite	7.020,00	São Paulo	3
Katia	Excel Intermediário	01/06/2016	Pessoa Jurídica	 980,00 	10	Caio 	Regular	Integral	9.800,00	São Paulo	4
Vanessa	Excel Avançado	01/06/2016	Pessoa Física	 1.020,00 	8	Caio 	Regular	Madrugada	8.160,00	São Paulo	5
Renata	Excel Dashboards	01/06/2016	Pessoa Jurídica	 1.340,00 	8	Fernando	Regular	Sábado	10.720,00	São Paulo	4
Rodrigo	Excel VBA iniciante	02/06/2016	Pessoa Física	 1.870,00 	12	Fernando	Personalizado	Domingo	22.440,00	São Paulo	3
Priscila	Excel VBA avançado	02/06/2016	Pessoa Física	 1.910,00 	11	Ana	Regular	Personalizado	21.010,00	São Paulo	5
Mirian	Access VBA	02/06/2016	Pessoa Física	 2.240,00 	11	Paulo	Regular	Manhã	24.640,00	São Paulo	2
Murilo	Word VBA	02/06/2016	Pessoa Jurídica	 2.479,00 	9	Sandra	Regular	Tarde	22.311,00	São Paulo	5
Roberto	Outlook	04/06/2016	Pessoa Jurídica	 3.200,00 	12	Sandra	Personalizado	Noite	38.400,00	São Paulo	2
Myslaine	Outlook VBA	04/06/2016	Pessoa Jurídica	 3.921,00 	12	Humberto	Regular	Integral	47.052,00	São Paulo	3
Katia	PowerPoint	04/06/2016	Pessoa Física	 780,00 	10	Henrique	Regular	Madrugada	7.800,00	São Paulo	5
Vanessa	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 980,00 	11	Douglas	Regular	Segunda-feira	10.780,00	São Paulo	3
Renata	Access	06/06/2016	Pessoa Física	 1.020,00 	9	Jane	Personalizado	Terça-feira	9.180,00	São Paulo	2
Rodrigo	Windows	06/06/2016	Pessoa Física	 1.340,00 	9	Caio 	Regular	Personalizado	12.060,00	São Paulo	3
Priscila	Excel Básico	06/06/2016	Pessoa Física	 1.870,00 	12	Fernando	Regular	Manhã	22.440,00	São Paulo	3
Mirian	Excel Intermediário	06/06/2016	Pessoa Jurídica	 1.910,00 	9	Roberto	Regular	Tarde	17.190,00	São Paulo	5
Murilo	Excel Avançado	08/06/2016	Pessoa Jurídica	 2.240,00 	10	Rosana	Personalizado	Noite	22.400,00	São Paulo	4
Roberto	Excel Dashboards	08/06/2016	Pessoa Jurídica	 2.479,00 	9	Sandra	Regular	Integral	22.311,00	São Paulo	3
Myslaine	Excel VBA iniciante	08/06/2016	Pessoa Física	 3.200,00 	8	Sérgio	Regular	Madrugada	25.600,00	São Paulo	3
Katia	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 3.921,00 	9	Manuel	Regular	Quarta-feira	35.289,00	São Paulo	3
Vanessa	Access VBA	10/06/2016	Pessoa Física	 780,00 	9	Joaquim	Personalizado	Quinta-feira	7.020,00	São Paulo	5
Renata	Word VBA	10/06/2016	Pessoa Física	 980,00 	8	Paulo	Regular	Personalizado	7.840,00	São Paulo	4
Rodrigo	Outlook	10/06/2016	Pessoa Física	 1.020,00 	12	Leandro	Regular	Manhã	12.240,00	São Paulo	5
Priscila	Outlook VBA	10/06/2016	Pessoa Jurídica	 1.340,00 	8	José	Regular	Tarde	10.720,00	São Paulo	3
Mirian	PowerPoint	12/06/2016	Pessoa Jurídica	 1.870,00 	11	Caio 	Personalizado	Noite	20.570,00	São Paulo	2
Murilo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 1.910,00 	10	Caio 	Regular	Integral	19.100,00	São Paulo	5
Roberto	Access	12/06/2016	Pessoa Física	 2.240,00 	11	Fernando	Regular	Madrugada	24.640,00	São Paulo	4
Myslaine	Windows	12/06/2016	Pessoa Jurídica	 2.479,00 	12	Fernando	Regular	Sexta-feira	29.748,00	São Paulo	5
Katia	Excel Básico	14/06/2016	Pessoa Física	 3.200,00 	8	Ana	Personalizado	Sábado	25.600,00	São Paulo	2
Vanessa	Excel Intermediário	14/06/2016	Pessoa Física	 3.921,00 	10	Paulo	Regular	Personalizado	39.210,00	São Paulo	3
Renata	Excel Avançado	14/06/2016	Pessoa Física	 780,00 	11	Sandra	Regular	Manhã	8.580,00	São Paulo	4
Rodrigo	Excel Dashboards	14/06/2016	Pessoa Jurídica	 980,00 	10	Sandra	Regular	Tarde	9.800,00	São Paulo	5
Priscila	Excel VBA iniciante	16/06/2016	Pessoa Jurídica	 1.020,00 	10	Humberto	Personalizado	Noite	10.200,00	São Paulo	4
Mirian	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 1.340,00 	12	Henrique	Regular	Integral	16.080,00	São Paulo	3
Murilo	Access VBA	16/06/2016	Pessoa Física	 1.870,00 	8	Douglas	Regular	Madrugada	14.960,00	São Paulo	5
Roberto	Word VBA	16/06/2016	Pessoa Jurídica	 1.910,00 	10	Jane	Regular	Domingo	19.100,00	São Paulo	5
Myslaine	Outlook	18/06/2016	Pessoa Física	 2.240,00 	11	Caio 	Personalizado	Segunda-feira	24.640,00	São Paulo	3
Katia	Outlook VBA	18/06/2016	Pessoa Física	 2.479,00 	10	Fernando	Regular	Personalizado	24.790,00	São Paulo	4
Vanessa	PowerPoint	18/06/2016	Pessoa Física	 3.200,00 	12	Roberto	Regular	Manhã	38.400,00	São Paulo	4
Renata	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 3.921,00 	11	Rosana	Regular	Tarde	43.131,00	São Paulo	5
Rodrigo	Access	01/06/2016	Pessoa Jurídica	 780,00 	9	Sandra	Personalizado	Noite	7.020,00	São Paulo	5
Priscila	Windows	01/06/2016	Pessoa Jurídica	 980,00 	10	Sérgio	Regular	Integral	9.800,00	São Paulo	5
Mirian	Excel Básico	01/06/2016	Pessoa Física	 1.020,00 	9	Manuel	Regular	Madrugada	9.180,00	São Paulo	5
Murilo	Excel Intermediário	01/06/2016	Pessoa Jurídica	 1.340,00 	12	Joaquim	Regular	Terça-feira	16.080,00	São Paulo	2
Roberto	Excel Avançado	01/06/2016	Pessoa Física	 1.870,00 	9	Paulo	Personalizado	Quarta-feira	16.830,00	São Paulo	3
Myslaine	Excel Dashboards	01/06/2016	Pessoa Física	 1.910,00 	10	Leandro	Regular	Personalizado	19.100,00	São Paulo	3
Katia	Excel VBA iniciante	02/06/2016	Pessoa Física	 2.240,00 	8	José	Regular	Manhã	17.920,00	São Paulo	5
Vanessa	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 2.479,00 	11	Caio 	Regular	Tarde	27.269,00	São Paulo	2
Renata	Access VBA	02/06/2016	Pessoa Jurídica	 3.200,00 	12	Caio 	Personalizado	Noite	38.400,00	São Paulo	3
Rodrigo	Word VBA	02/06/2016	Pessoa Jurídica	 3.921,00 	11	Fernando	Regular	Integral	43.131,00	São Paulo	3
Priscila	Outlook	04/06/2016	Pessoa Física	 780,00 	9	Fernando	Regular	Madrugada	7.020,00	São Paulo	3
Mirian	Outlook VBA	04/06/2016	Pessoa Jurídica	 980,00 	9	Ana	Regular	Quinta-feira	8.820,00	São Paulo	5
Murilo	PowerPoint	04/06/2016	Pessoa Física	 1.020,00 	11	Paulo	Personalizado	Sexta-feira	11.220,00	São Paulo	2
Roberto	PowerPoint VBA	04/06/2016	Pessoa Física	 1.340,00 	9	Sandra	Regular	Personalizado	12.060,00	São Paulo	4
Myslaine	Access	06/06/2016	Pessoa Física	 1.870,00 	11	Sandra	Regular	Manhã	20.570,00	São Paulo	2
Katia	Windows	06/06/2016	Pessoa Jurídica	 1.910,00 	12	Humberto	Regular	Tarde	22.920,00	São Paulo	5
Vanessa	Excel Básico	06/06/2016	Pessoa Jurídica	 2.240,00 	9	Henrique	Personalizado	Noite	20.160,00	São Paulo	3
Renata	Excel Intermediário	06/06/2016	Pessoa Jurídica	 2.479,00 	8	Douglas	Regular	Integral	19.832,00	São Paulo	4
Rodrigo	Excel Avançado	08/06/2016	Pessoa Física	 3.200,00 	9	Jane	Regular	Madrugada	28.800,00	São Paulo	4
Priscila	Excel Dashboards	08/06/2016	Pessoa Jurídica	 3.921,00 	11	Caio 	Regular	Sábado	43.131,00	São Paulo	3
Mirian	Excel VBA iniciante	08/06/2016	Pessoa Física	 780,00 	10	Fernando	Personalizado	Domingo	7.800,00	São Paulo	2
Murilo	Excel VBA avançado	08/06/2016	Pessoa Física	 980,00 	11	Roberto	Regular	Personalizado	10.780,00	São Paulo	3
Roberto	Access VBA	10/06/2016	Pessoa Física	 1.020,00 	9	Rosana	Regular	Manhã	9.180,00	São Paulo	5
Myslaine	Word VBA	10/06/2016	Pessoa Jurídica	 1.340,00 	12	Sandra	Regular	Tarde	16.080,00	São Paulo	2
Katia	Outlook	10/06/2016	Pessoa Jurídica	 1.870,00 	8	Sérgio	Personalizado	Noite	14.960,00	São Paulo	3
Vanessa	Outlook VBA	10/06/2016	Pessoa Jurídica	 1.910,00 	10	Manuel	Regular	Integral	19.100,00	São Paulo	3
Renata	PowerPoint	12/06/2016	Pessoa Física	 2.240,00 	9	Joaquim	Regular	Madrugada	20.160,00	São Paulo	3
Rodrigo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 2.479,00 	12	Paulo	Regular	Segunda-feira	29.748,00	São Paulo	2
Priscila	Access	12/06/2016	Pessoa Física	 3.200,00 	9	Leandro	Personalizado	Terça-feira	28.800,00	São Paulo	2
Mirian	Windows	12/06/2016	Pessoa Física	 3.921,00 	8	José	Regular	Personalizado	31.368,00	São Paulo	4
Murilo	Excel Básico	14/06/2016	Pessoa Física	 780,00 	12	Caio 	Regular	Manhã	9.360,00	São Paulo	4
Roberto	Excel Intermediário	14/06/2016	Pessoa Jurídica	 980,00 	12	Caio 	Regular	Tarde	11.760,00	São Paulo	5
Myslaine	Excel Avançado	14/06/2016	Pessoa Jurídica	 1.020,00 	12	Fernando	Personalizado	Noite	12.240,00	São Paulo	5
Katia	Excel Dashboards	14/06/2016	Pessoa Jurídica	 1.340,00 	10	Fernando	Regular	Integral	13.400,00	São Paulo	5
Vanessa	Excel VBA iniciante	16/06/2016	Pessoa Física	 1.870,00 	12	Ana	Regular	Madrugada	22.440,00	São Paulo	3
Renata	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 1.910,00 	9	Paulo	Regular	Quarta-feira	17.190,00	São Paulo	5
Rodrigo	Access VBA	16/06/2016	Pessoa Física	 2.240,00 	11	Sandra	Personalizado	Quinta-feira	24.640,00	São Paulo	3
Priscila	Word VBA	16/06/2016	Pessoa Física	 2.479,00 	9	Sandra	Regular	Personalizado	22.311,00	São Paulo	3
Mirian	Outlook	18/06/2016	Pessoa Física	 3.200,00 	9	Humberto	Regular	Manhã	28.800,00	São Paulo	4
Murilo	Outlook VBA	18/06/2016	Pessoa Jurídica	 3.921,00 	12	Henrique	Regular	Tarde	47.052,00	São Paulo	5
Roberto	PowerPoint	18/06/2016	Pessoa Jurídica	 780,00 	12	Douglas	Personalizado	Noite	9.360,00	São Paulo	2
Myslaine	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 980,00 	12	Jane	Regular	Integral	11.760,00	São Paulo	5
Katia	Access	01/06/2016	Pessoa Física	 1.020,00 	11	Caio 	Regular	Madrugada	11.220,00	São Paulo	4
Vanessa	Windows	01/06/2016	Pessoa Jurídica	 1.340,00 	9	Fernando	Regular	Sexta-feira	12.060,00	São Paulo	5
Renata	Excel Básico	01/06/2016	Pessoa Física	 1.870,00 	9	Roberto	Personalizado	Sábado	16.830,00	São Paulo	3
Rodrigo	Excel Intermediário	01/06/2016	Pessoa Física	 1.910,00 	9	Rosana	Regular	Personalizado	17.190,00	São Paulo	2
Priscila	Excel Avançado	01/06/2016	Pessoa Física	 2.240,00 	8	Sandra	Regular	Manhã	17.920,00	São Paulo	5
Mirian	Excel Dashboards	01/06/2016	Pessoa Jurídica	 2.479,00 	12	Sérgio	Regular	Tarde	29.748,00	São Paulo	5
Murilo	Excel VBA iniciante	02/06/2016	Pessoa Jurídica	 3.200,00 	9	Manuel	Personalizado	Noite	28.800,00	São Paulo	5
Roberto	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 3.921,00 	12	Joaquim	Regular	Integral	47.052,00	São Paulo	3
Myslaine	Access VBA	02/06/2016	Pessoa Física	 780,00 	12	Paulo	Regular	Madrugada	9.360,00	São Paulo	2
Katia	Word VBA	02/06/2016	Pessoa Jurídica	 980,00 	11	Leandro	Regular	Domingo	10.780,00	São Paulo	2
Vanessa	Outlook	04/06/2016	Pessoa Física	 1.020,00 	12	José	Personalizado	Segunda-feira	12.240,00	São Paulo	4
